component,protein,clean_score,corrupt_score,delta_d_proj,frac_of_total
attn_L0_H6,3LWXA,-0.226127,-0.245024,0.018896,0.002896
attn_L0_H6,3N08A,-0.270317,-0.275994,0.005676,0.000582
attn_L0_H6,3NY7A,-0.274734,-0.279193,0.004459,0.000411
attn_L0_H6,3PU9A,-0.256315,-0.268100,0.011784,0.000797
attn_L0_H6,3R6DA,-0.279532,-0.286098,0.006567,0.000482
attn_L0_H6,3RHBA,-0.288381,-0.286674,-0.001707,-0.000127
attn_L0_H6,3ZSJA,-0.254085,-0.265249,0.011164,0.000865
attn_L0_H6,4GS1A,-0.240499,-0.254825,0.014327,0.001864
attn_L0_H6,4I8HA,-0.269708,-0.274612,0.004904,0.000753
attn_L0_H6,4K8WA,-0.261476,-0.269315,0.007839,0.000891
attn_L0_H6,4LBHA,-0.285101,-0.288477,0.003376,0.000387
attn_L0_H6,4LH6A,-0.246046,-0.265065,0.019019,0.001170
attn_L0_H6,4MUOA,-0.240592,-0.254236,0.013643,0.000663
attn_L0_H6,4MZCA,-0.258357,-0.270620,0.012264,0.001441
attn_L0_H6,4PEDA,-0.248370,-0.262602,0.014232,0.000561
attn_L0_H6,4RVCA,-0.261028,-0.274947,0.013920,0.001193
attn_L0_H6,4TL6A,-0.244344,-0.267032,0.022688,0.001540
attn_L0_H6,4WBJA,-0.244212,-0.267489,0.023277,0.002031
attn_L0_H6,4XRAA,-0.251903,-0.273818,0.021915,0.001040
attn_L0_H6,5AJGA,-0.265592,-0.268757,0.003166,0.000202
attn_L0_H7,1CUKA,-0.399831,-0.418160,0.018329,0.001421
attn_L0_H7,1F86A,-0.419679,-0.418105,-0.001574,-0.000133
attn_L0_H7,1G3QA,-0.398232,-0.416458,0.018225,0.001182
attn_L0_H7,1H4XA,-0.382394,-0.405168,0.022774,0.000973
attn_L0_H7,1HDKA,-0.428655,-0.426641,-0.002014,-0.000179
attn_L0_H7,1KMVA,-0.404656,-0.418118,0.013462,0.000766
attn_L0_H7,1S3CA,-0.343521,-0.409477,0.065956,0.010088
attn_L0_H7,1T2WA,-0.388875,-0.406365,0.017489,0.003755
attn_L0_H7,1U2KA,-0.343784,-0.384696,0.040912,0.002812
attn_L0_H7,2CZQA,-0.374104,-0.402190,0.028086,0.001913
attn_L0_H7,2D2EA,-0.375843,-0.402352,0.026509,0.001644
attn_L0_H7,2D59A,-0.398844,-0.415026,0.016183,0.001744
attn_L0_H7,2D5MA,-0.384959,-0.403337,0.018378,0.001518
attn_L0_H7,2DYIA,-0.377442,-0.396745,0.019302,0.001926
attn_L0_H7,2GK4A,-0.379595,-0.406263,0.026667,0.003018
attn_L0_H7,2II1A,-0.305581,-0.360220,0.054639,0.004053
attn_L0_H7,2O2KA,-0.001561,-0.274841,0.273281,0.045196
attn_L0_H7,2OZEA,-0.390740,-0.412420,0.021680,0.002222
attn_L0_H7,2PJZA,-0.360568,-0.390100,0.029532,0.002204
attn_L0_H7,2WAWA,-0.345654,-0.378174,0.032520,0.001872
attn_L0_H7,2YC3A,-0.407836,-0.425463,0.017627,0.001686
attn_L0_H7,3BZMA,-0.336311,-0.370421,0.034110,0.011919
attn_L0_H7,3C8MA,-0.354318,-0.399226,0.044908,0.002279
attn_L0_H7,3EYEA,-0.335414,-0.391090,0.055677,0.003860
attn_L0_H7,3FF9A,-0.432050,-0.439443,0.007394,0.001264
attn_L0_H7,3FZ4A,-0.436589,-0.446479,0.009889,0.001141
attn_L0_H7,3G5TA,-0.344433,-0.398353,0.053919,0.002676
attn_L0_H7,3GX8A,-0.412227,-0.420667,0.008440,0.000867
attn_L0_H7,3JRNA,-0.402293,-0.421804,0.019511,0.001182
attn_L0_H7,3L51A,-0.369893,-0.414424,0.044531,0.004766
attn_L0_H7,3LWXA,-0.371500,-0.393612,0.022112,0.003389
attn_L0_H7,3N08A,-0.420110,-0.423443,0.003333,0.000342
attn_L0_H7,3NY7A,-0.366908,-0.410099,0.043191,0.003982
attn_L0_H7,3PU9A,-0.327501,-0.379652,0.052151,0.003529
attn_L0_H7,3R6DA,-0.417686,-0.421965,0.004279,0.000314
attn_L0_H7,3RHBA,-0.417198,-0.419060,0.001862,0.000139
attn_L0_H7,3ZSJA,-0.399417,-0.427191,0.027773,0.002152
attn_L0_H7,4GS1A,-0.278833,-0.337873,0.059040,0.007682
attn_L0_H7,4I8HA,-0.407723,-0.417455,0.009731,0.001495
attn_L0_H7,4K8WA,-0.386140,-0.414005,0.027865,0.003166
attn_L0_H7,4LBHA,-0.446536,-0.441676,-0.004860,-0.000557
attn_L0_H7,4LH6A,-0.311856,-0.371264,0.059408,0.003655
attn_L0_H7,4MUOA,-0.307609,-0.362895,0.055286,0.002689
attn_L0_H7,4MZCA,-0.399207,-0.415912,0.016705,0.001963
attn_L0_H7,4PEDA,-0.353002,-0.395096,0.042094,0.001658
attn_L0_H7,4RVCA,-0.393312,-0.408006,0.014694,0.001259
attn_L0_H7,4TL6A,-0.309869,-0.381096,0.071227,0.004835
attn_L0_H7,4WBJA,-0.393809,-0.413995,0.020186,0.001762
attn_L0_H7,4XRAA,-0.417326,-0.433504,0.016178,0.000768
attn_L0_H7,5AJGA,-0.362301,-0.402429,0.040128,0.002560
attn_L0_H8,1CUKA,-0.001281,-0.003493,0.002212,0.000172
attn_L0_H8,1F86A,0.023675,0.033039,-0.009365,-0.000794
attn_L0_H8,1G3QA,0.018439,0.029639,-0.011200,-0.000727
attn_L0_H8,1H4XA,-0.026881,-0.014336,-0.012545,-0.000536
attn_L0_H8,1HDKA,0.016538,0.029307,-0.012769,-0.001136
attn_L0_H8,1KMVA,0.013612,0.030149,-0.016537,-0.000941
attn_L0_H8,1S3CA,-0.049870,-0.028217,-0.021653,-0.003312
attn_L0_H8,1T2WA,-0.005807,0.021693,-0.027500,-0.005904
attn_L0_H8,1U2KA,-0.013759,-0.002836,-0.010923,-0.000751
attn_L0_H8,2CZQA,-0.019080,-0.001462,-0.017618,-0.001200
attn_L0_H8,2D2EA,0.006029,0.019108,-0.013079,-0.000811
attn_L0_H8,2D59A,0.040819,0.045402,-0.004583,-0.000494
attn_L0_H8,2D5MA,0.020212,0.034720,-0.014508,-0.001198
attn_L0_H8,2DYIA,0.027910,0.043965,-0.016054,-0.001602
attn_L0_H8,2GK4A,0.002182,0.015411,-0.013229,-0.001497
attn_L0_H8,2II1A,0.001163,0.016585,-0.015422,-0.001144
attn_L0_H8,2O2KA,-0.013761,-0.013699,-0.000062,-0.000010
attn_L0_H8,2OZEA,0.000345,0.017438,-0.017094,-0.001752
attn_L0_H8,2PJZA,0.021124,0.028840,-0.007715,-0.000576
attn_L0_H8,2WAWA,-0.007557,0.003303,-0.010861,-0.000625
attn_L0_H8,2YC3A,0.021635,0.033945,-0.012310,-0.001177
attn_L0_H8,3BZMA,-0.000112,0.004849,-0.004961,-0.001733
attn_L0_H8,3C8MA,-0.005116,0.015305,-0.020421,-0.001036
attn_L0_H8,3EYEA,-0.027015,-0.010193,-0.016822,-0.001166
attn_L0_H8,3FF9A,0.002234,0.010486,-0.008252,-0.001411
attn_L0_H8,3FZ4A,0.016889,0.018188,-0.001300,-0.000150
attn_L0_H8,3G5TA,-0.000296,0.018756,-0.019052,-0.000945
attn_L0_H8,3GX8A,0.021440,0.030536,-0.009096,-0.000934
attn_L0_H8,3JRNA,0.008885,0.024907,-0.016022,-0.000971
attn_L0_H8,3L51A,0.008975,0.036127,-0.027152,-0.002906
attn_L0_H8,3LWXA,0.008314,0.014071,-0.005757,-0.000882
attn_L0_H8,3N08A,-0.002020,0.001231,-0.003251,-0.000333
attn_L0_H8,3NY7A,0.002826,0.020296,-0.017470,-0.001611
attn_L0_H8,3PU9A,-0.003491,-0.002699,-0.000792,-0.000054
attn_L0_H8,3R6DA,0.005951,0.028919,-0.022968,-0.001685
attn_L0_H8,3RHBA,0.017883,0.025664,-0.007780,-0.000580
attn_L0_H8,3ZSJA,0.016749,0.034635,-0.017885,-0.001386
attn_L0_H8,4GS1A,-0.003153,0.008015,-0.011168,-0.001453
attn_L0_H8,4I8HA,-0.005032,-0.005282,0.000250,0.000038
attn_L0_H8,4K8WA,0.008801,0.021480,-0.012679,-0.001440
attn_L0_H8,4LBHA,0.004211,0.014972,-0.010762,-0.001233
attn_L0_H8,4LH6A,0.008859,0.022271,-0.013412,-0.000825
attn_L0_H8,4MUOA,-0.000533,0.019116,-0.019649,-0.000956
attn_L0_H8,4MZCA,0.022352,0.031057,-0.008705,-0.001023
attn_L0_H8,4PEDA,0.000190,0.015737,-0.015547,-0.000612
attn_L0_H8,4RVCA,0.019470,0.031248,-0.011777,-0.001009
attn_L0_H8,4TL6A,-0.004560,0.009595,-0.014155,-0.000961
attn_L0_H8,4WBJA,0.004172,0.021356,-0.017185,-0.001500
attn_L0_H8,4XRAA,-0.009440,-0.007943,-0.001497,-0.000071
attn_L0_H8,5AJGA,0.003352,0.021269,-0.017917,-0.001143
attn_L0_H9,1CUKA,-0.022592,0.056773,-0.079365,-0.006154
attn_L0_H9,1F86A,0.005687,0.096640,-0.090953,-0.007711
attn_L0_H9,1G3QA,0.051791,0.089990,-0.038199,-0.002478
attn_L0_H9,1H4XA,-0.032991,0.048235,-0.081227,-0.003469
attn_L0_H9,1HDKA,-0.135763,-0.036403,-0.099360,-0.008838
attn_L0_H9,1KMVA,0.035040,0.097981,-0.062941,-0.003583
attn_L0_H9,1S3CA,-0.195402,-0.170465,-0.024937,-0.003814
attn_L0_H9,1T2WA,0.057141,0.164186,-0.107045,-0.022983
attn_L0_H9,1U2KA,-0.136271,-0.077726,-0.058545,-0.004024
attn_L0_H9,2CZQA,-0.135455,-0.111565,-0.023890,-0.001628
attn_L0_H9,2D2EA,-0.083508,-0.030282,-0.053226,-0.003301
attn_L0_H9,2D59A,0.153839,0.151440,0.002399,0.000259
attn_L0_H9,2D5MA,0.013332,0.083939,-0.070607,-0.005830
attn_L0_H9,2DYIA,-0.055457,0.056972,-0.112428,-0.011219
attn_L0_H9,2GK4A,-0.176810,-0.125897,-0.050913,-0.005761
attn_L0_H9,2II1A,0.046650,0.068048,-0.021398,-0.001587
attn_L0_H9,2O2KA,-0.189277,-0.145826,-0.043450,-0.007186
attn_L0_H9,2OZEA,-0.088134,-0.022742,-0.065392,-0.006701
attn_L0_H9,2PJZA,-0.061133,-0.036291,-0.024843,-0.001854
attn_L0_H9,2WAWA,-0.021689,-0.004755,-0.016934,-0.000975
attn_L0_H9,2YC3A,-0.087784,-0.032557,-0.055227,-0.005281
attn_L0_H9,3BZMA,-0.181572,-0.185109,0.003537,0.001236
attn_L0_H9,3C8MA,-0.118943,-0.051078,-0.067865,-0.003444
attn_L0_H9,3EYEA,-0.145722,-0.159403,0.013681,0.000949
attn_L0_H9,3FF9A,0.109373,0.084236,0.025138,0.004297
attn_L0_H9,3FZ4A,0.056794,0.037095,0.019699,0.002273
attn_L0_H9,3G5TA,0.012107,0.073805,-0.061698,-0.003062
attn_L0_H9,3GX8A,0.126718,0.137319,-0.010601,-0.001089
attn_L0_H9,3JRNA,-0.052779,-0.036895,-0.015885,-0.000962
attn_L0_H9,3L51A,0.000621,0.050968,-0.050348,-0.005389
attn_L0_H9,3LWXA,0.064951,0.093596,-0.028646,-0.004390
attn_L0_H9,3N08A,0.064184,0.142992,-0.078808,-0.008074
attn_L0_H9,3NY7A,0.046849,0.059032,-0.012183,-0.001123
attn_L0_H9,3PU9A,-0.147085,-0.078899,-0.068186,-0.004614
attn_L0_H9,3R6DA,-0.086160,-0.000081,-0.086078,-0.006314
attn_L0_H9,3RHBA,0.122895,0.155816,-0.032921,-0.002453
attn_L0_H9,3ZSJA,0.008483,0.019717,-0.011234,-0.000870
attn_L0_H9,4GS1A,-0.106481,-0.097271,-0.009210,-0.001198
attn_L0_H9,4I8HA,-0.081084,0.055164,-0.136248,-0.020929
attn_L0_H9,4K8WA,-0.097864,-0.043988,-0.053875,-0.006121
attn_L0_H9,4LBHA,-0.071971,-0.047363,-0.024608,-0.002818
attn_L0_H9,4LH6A,0.032053,0.066504,-0.034451,-0.002120
attn_L0_H9,4MUOA,0.004762,0.072187,-0.067425,-0.003279
attn_L0_H9,4MZCA,0.256046,0.255018,0.001028,0.000121
attn_L0_H9,4PEDA,-0.027212,0.054402,-0.081614,-0.003215
attn_L0_H9,4RVCA,0.100703,0.165811,-0.065108,-0.005579
attn_L0_H9,4TL6A,-0.244916,-0.221085,-0.023832,-0.001618
attn_L0_H9,4WBJA,0.022113,0.083332,-0.061219,-0.005343
attn_L0_H9,4XRAA,0.066615,0.119025,-0.052410,-0.002487
attn_L0_H9,5AJGA,-0.048102,0.014657,-0.062759,-0.004004
attn_L0_H10,1CUKA,-0.084950,-0.083475,-0.001475,-0.000114
attn_L0_H10,1F86A,-0.081465,-0.078704,-0.002761,-0.000234
attn_L0_H10,1G3QA,-0.075930,-0.077727,0.001797,0.000117
attn_L0_H10,1H4XA,-0.088265,-0.088988,0.000723,0.000031
attn_L0_H10,1HDKA,-0.081020,-0.076816,-0.004204,-0.000374
attn_L0_H10,1KMVA,-0.076935,-0.078419,0.001484,0.000084
attn_L0_H10,1S3CA,-0.051343,-0.056294,0.004951,0.000757
attn_L0_H10,1T2WA,-0.065272,-0.067675,0.002403,0.000516
attn_L0_H10,1U2KA,-0.075864,-0.078169,0.002305,0.000158
attn_L0_H10,2CZQA,-0.079899,-0.083310,0.003411,0.000232
attn_L0_H10,2D2EA,-0.079316,-0.077638,-0.001678,-0.000104
attn_L0_H10,2D59A,-0.067896,-0.066453,-0.001443,-0.000156
attn_L0_H10,2D5MA,-0.073012,-0.073504,0.000492,0.000041
attn_L0_H10,2DYIA,-0.069526,-0.082049,0.012523,0.001250
attn_L0_H10,2GK4A,-0.069403,-0.071432,0.002028,0.000230
attn_L0_H10,2II1A,-0.061744,-0.068041,0.006296,0.000467
attn_L0_H10,2O2KA,-0.061448,-0.074771,0.013323,0.002203
attn_L0_H10,2OZEA,-0.069542,-0.069013,-0.000529,-0.000054
attn_L0_H10,2PJZA,-0.079992,-0.075561,-0.004431,-0.000331
attn_L0_H10,2WAWA,-0.085484,-0.083823,-0.001661,-0.000096
attn_L0_H10,2YC3A,-0.072063,-0.071002,-0.001061,-0.000101
attn_L0_H10,3BZMA,-0.077273,-0.079584,0.002311,0.000807
attn_L0_H10,3C8MA,-0.069247,-0.074459,0.005212,0.000265
attn_L0_H10,3EYEA,-0.079123,-0.075027,-0.004096,-0.000284
attn_L0_H10,3FF9A,-0.093649,-0.086104,-0.007545,-0.001290
attn_L0_H10,3FZ4A,-0.075168,-0.074674,-0.000494,-0.000057
attn_L0_H10,3G5TA,-0.072006,-0.075318,0.003313,0.000164
attn_L0_H10,3GX8A,-0.067312,-0.069188,0.001877,0.000193
attn_L0_H10,3JRNA,-0.069632,-0.071203,0.001571,0.000095
attn_L0_H10,3L51A,-0.070729,-0.071763,0.001034,0.000111
attn_L0_H10,3LWXA,-0.077522,-0.079237,0.001715,0.000263
attn_L0_H10,3N08A,-0.065530,-0.066355,0.000824,0.000084
attn_L0_H10,3NY7A,-0.082168,-0.085578,0.003409,0.000314
attn_L0_H10,3PU9A,-0.084706,-0.090587,0.005880,0.000398
attn_L0_H10,3R6DA,-0.068855,-0.070811,0.001956,0.000143
attn_L0_H10,3RHBA,-0.067866,-0.068892,0.001026,0.000076
attn_L0_H10,3ZSJA,-0.064750,-0.073072,0.008322,0.000645
attn_L0_H10,4GS1A,-0.057240,-0.065750,0.008510,0.001107
attn_L0_H10,4I8HA,-0.076180,-0.077900,0.001720,0.000264
attn_L0_H10,4K8WA,-0.061636,-0.075385,0.013749,0.001562
attn_L0_H10,4LBHA,-0.073036,-0.081860,0.008823,0.001011
attn_L0_H10,4LH6A,-0.064742,-0.068913,0.004171,0.000257
attn_L0_H10,4MUOA,-0.071170,-0.070307,-0.000863,-0.000042
attn_L0_H10,4MZCA,-0.070594,-0.071289,0.000696,0.000082
attn_L0_H10,4PEDA,-0.073532,-0.076203,0.002671,0.000105
attn_L0_H10,4RVCA,-0.083309,-0.079252,-0.004057,-0.000348
attn_L0_H10,4TL6A,-0.070719,-0.073741,0.003022,0.000205
attn_L0_H10,4WBJA,-0.072724,-0.074315,0.001591,0.000139
attn_L0_H10,4XRAA,-0.076940,-0.077400,0.000460,0.000022
attn_L0_H10,5AJGA,-0.067447,-0.072216,0.004769,0.000304
attn_L0_H11,1CUKA,0.001139,0.024190,-0.023051,-0.001787
attn_L0_H11,1F86A,0.005880,0.022614,-0.016734,-0.001419
attn_L0_H11,1G3QA,0.021812,0.038495,-0.016682,-0.001082
attn_L0_H11,1H4XA,-0.015705,0.016519,-0.032225,-0.001376
attn_L0_H11,1HDKA,0.025160,0.039223,-0.014062,-0.001251
attn_L0_H11,1KMVA,0.009092,0.031633,-0.022541,-0.001283
attn_L0_H11,1S3CA,-0.039069,-0.005610,-0.033459,-0.005118
attn_L0_H11,1T2WA,0.004504,0.040381,-0.035877,-0.007703
attn_L0_H11,1U2KA,-0.246849,-0.236686,-0.010163,-0.000699
attn_L0_H11,2CZQA,-0.012182,0.013331,-0.025513,-0.001738
attn_L0_H11,2D2EA,-0.011628,0.016070,-0.027698,-0.001718
attn_L0_H11,2D59A,0.030582,0.038530,-0.007948,-0.000857
attn_L0_H11,2D5MA,0.014080,0.030388,-0.016308,-0.001347
attn_L0_H11,2DYIA,-0.017205,0.015500,-0.032704,-0.003264
attn_L0_H11,2GK4A,0.006223,0.019088,-0.012865,-0.001456
attn_L0_H11,2II1A,-0.016523,0.012615,-0.029138,-0.002161
attn_L0_H11,2O2KA,-0.140035,-0.049795,-0.090240,-0.014924
attn_L0_H11,2OZEA,0.001145,0.021036,-0.019890,-0.002038
attn_L0_H11,2PJZA,0.006752,0.028674,-0.021922,-0.001636
attn_L0_H11,2WAWA,-0.005771,0.018082,-0.023853,-0.001373
attn_L0_H11,2YC3A,0.030997,0.045674,-0.014677,-0.001403
attn_L0_H11,3BZMA,-0.008237,0.001908,-0.010145,-0.003545
attn_L0_H11,3C8MA,-0.008831,0.017094,-0.025925,-0.001316
attn_L0_H11,3EYEA,-0.017398,0.010133,-0.027531,-0.001909
attn_L0_H11,3FF9A,0.007223,0.018990,-0.011767,-0.002011
attn_L0_H11,3FZ4A,0.000811,0.024159,-0.023349,-0.002694
attn_L0_H11,3G5TA,-0.014830,0.017131,-0.031961,-0.001586
attn_L0_H11,3GX8A,0.036358,0.040343,-0.003985,-0.000409
attn_L0_H11,3JRNA,0.022946,0.040245,-0.017299,-0.001048
attn_L0_H11,3L51A,0.007609,0.033939,-0.026330,-0.002818
attn_L0_H11,3LWXA,-0.010474,-0.001198,-0.009276,-0.001422
attn_L0_H11,3N08A,0.017677,0.030141,-0.012464,-0.001277
attn_L0_H11,3NY7A,-0.033475,-0.000623,-0.032852,-0.003029
attn_L0_H11,3PU9A,-0.038998,-0.012743,-0.026255,-0.001776
attn_L0_H11,3R6DA,-0.004776,0.020974,-0.025750,-0.001889
attn_L0_H11,3RHBA,0.041732,0.050083,-0.008351,-0.000622
attn_L0_H11,3ZSJA,0.000910,0.024294,-0.023385,-0.001812
attn_L0_H11,4GS1A,-0.059194,-0.030177,-0.029017,-0.003775
attn_L0_H11,4I8HA,0.021675,0.037680,-0.016005,-0.002459
attn_L0_H11,4K8WA,-0.037839,0.010237,-0.048076,-0.005462
attn_L0_H11,4LBHA,0.027128,0.037021,-0.009893,-0.001133
attn_L0_H11,4LH6A,0.007022,0.026446,-0.019424,-0.001195
attn_L0_H11,4MUOA,-0.023218,0.014913,-0.038131,-0.001854
attn_L0_H11,4MZCA,0.039131,0.037940,0.001190,0.000140
attn_L0_H11,4PEDA,-0.005387,0.022588,-0.027975,-0.001102
attn_L0_H11,4RVCA,0.014700,0.029299,-0.014599,-0.001251
attn_L0_H11,4TL6A,-0.021066,0.011944,-0.033010,-0.002241
attn_L0_H11,4WBJA,-0.000157,0.026680,-0.026837,-0.002342
attn_L0_H11,4XRAA,0.010330,0.028370,-0.018040,-0.000856
attn_L0_H11,5AJGA,-0.023085,0.012775,-0.035860,-0.002288
attn_L0_H12,1CUKA,-0.208043,-0.213815,0.005772,0.000448
attn_L0_H12,1F86A,-0.218617,-0.222167,0.003550,0.000301
attn_L0_H12,1G3QA,-0.210806,-0.213574,0.002768,0.000180
attn_L0_H12,1H4XA,0.132251,0.115242,0.017008,0.000726
attn_L0_H12,1HDKA,-0.203012,-0.212640,0.009628,0.000856
attn_L0_H12,1KMVA,-0.200572,-0.215175,0.014604,0.000831
attn_L0_H12,1S3CA,-0.172940,-0.200723,0.027783,0.004250
attn_L0_H12,1T2WA,-0.221980,-0.227708,0.005728,0.001230
attn_L0_H12,1U2KA,-0.187432,-0.210378,0.022946,0.001577
attn_L0_H12,2CZQA,-0.191223,-0.202140,0.010916,0.000744
attn_L0_H12,2D2EA,-0.202902,-0.214684,0.011782,0.000731
attn_L0_H12,2D59A,-0.214376,-0.215701,0.001325,0.000143
attn_L0_H12,2D5MA,-0.199331,-0.205184,0.005853,0.000483
attn_L0_H12,2DYIA,-0.205266,-0.211697,0.006431,0.000642
attn_L0_H12,2GK4A,-0.184644,-0.198848,0.014204,0.001607
attn_L0_H12,2II1A,-0.187967,-0.207628,0.019661,0.001458
attn_L0_H12,2O2KA,0.096686,-0.133466,0.230152,0.038063
attn_L0_H12,2OZEA,-0.203536,-0.213301,0.009765,0.001001
attn_L0_H12,2PJZA,-0.199921,-0.209961,0.010040,0.000749
attn_L0_H12,2WAWA,-0.202349,-0.206939,0.004589,0.000264
attn_L0_H12,2YC3A,-0.214125,-0.214939,0.000814,0.000078
attn_L0_H12,3BZMA,-0.161328,-0.181637,0.020310,0.007097
attn_L0_H12,3C8MA,-0.201306,-0.219491,0.018185,0.000923
attn_L0_H12,3EYEA,-0.183364,-0.203029,0.019665,0.001363
attn_L0_H12,3FF9A,-0.210482,-0.218880,0.008398,0.001436
attn_L0_H12,3FZ4A,-0.208128,-0.211669,0.003540,0.000408
attn_L0_H12,3G5TA,-0.188775,-0.210589,0.021814,0.001083
attn_L0_H12,3GX8A,-0.216086,-0.219076,0.002990,0.000307
attn_L0_H12,3JRNA,-0.213827,-0.218079,0.004252,0.000258
attn_L0_H12,3L51A,-0.221040,-0.226035,0.004995,0.000535
attn_L0_H12,3LWXA,-0.205111,-0.208915,0.003805,0.000583
attn_L0_H12,3N08A,-0.210613,-0.213302,0.002689,0.000276
attn_L0_H12,3NY7A,-0.207844,-0.219834,0.011990,0.001105
attn_L0_H12,3PU9A,-0.188744,-0.205200,0.016456,0.001113
attn_L0_H12,3R6DA,-0.206306,-0.214486,0.008179,0.000600
attn_L0_H12,3RHBA,-0.213299,-0.215847,0.002549,0.000190
attn_L0_H12,3ZSJA,-0.200327,-0.214070,0.013743,0.001065
attn_L0_H12,4GS1A,-0.154653,-0.184154,0.029501,0.003838
attn_L0_H12,4I8HA,-0.206063,-0.212791,0.006728,0.001033
attn_L0_H12,4K8WA,-0.198737,-0.211855,0.013119,0.001490
attn_L0_H12,4LBHA,-0.220633,-0.223224,0.002591,0.000297
attn_L0_H12,4LH6A,-0.183272,-0.207937,0.024665,0.001518
attn_L0_H12,4MUOA,-0.175494,-0.202805,0.027311,0.001328
attn_L0_H12,4MZCA,-0.211865,-0.214196,0.002331,0.000274
attn_L0_H12,4PEDA,-0.172602,-0.194125,0.021523,0.000848
attn_L0_H12,4RVCA,-0.200977,-0.207098,0.006121,0.000525
attn_L0_H12,4TL6A,-0.175778,-0.193202,0.017425,0.001183
attn_L0_H12,4WBJA,-0.199605,-0.214946,0.015341,0.001339
attn_L0_H12,4XRAA,-0.222376,-0.227592,0.005216,0.000248
attn_L0_H12,5AJGA,-0.177231,-0.196055,0.018825,0.001201
attn_L0_H13,1CUKA,0.023449,0.040774,-0.017325,-0.001343
attn_L0_H13,1F86A,0.042917,0.043809,-0.000892,-0.000076
attn_L0_H13,1G3QA,0.041139,0.053543,-0.012404,-0.000805
attn_L0_H13,1H4XA,0.040574,0.043709,-0.003135,-0.000134
attn_L0_H13,1HDKA,0.048617,0.058840,-0.010223,-0.000909
attn_L0_H13,1KMVA,0.037343,0.050865,-0.013522,-0.000770
attn_L0_H13,1S3CA,0.020202,0.042101,-0.021900,-0.003350
attn_L0_H13,1T2WA,0.038294,0.056654,-0.018360,-0.003942
attn_L0_H13,1U2KA,0.011533,0.032856,-0.021323,-0.001466
attn_L0_H13,2CZQA,0.057901,0.063267,-0.005366,-0.000366
attn_L0_H13,2D2EA,0.045860,0.061034,-0.015175,-0.000941
attn_L0_H13,2D59A,0.037136,0.038342,-0.001205,-0.000130
attn_L0_H13,2D5MA,0.051772,0.064876,-0.013104,-0.001082
attn_L0_H13,2DYIA,0.039472,0.058461,-0.018989,-0.001895
attn_L0_H13,2GK4A,0.035552,0.045418,-0.009866,-0.001116
attn_L0_H13,2II1A,0.049983,0.067834,-0.017851,-0.001324
attn_L0_H13,2O2KA,-0.062102,0.013133,-0.075235,-0.012443
attn_L0_H13,2OZEA,0.029129,0.038180,-0.009051,-0.000927
attn_L0_H13,2PJZA,0.043299,0.052198,-0.008900,-0.000664
attn_L0_H13,2WAWA,0.041513,0.047553,-0.006040,-0.000348
attn_L0_H13,2YC3A,0.054483,0.062053,-0.007570,-0.000724
attn_L0_H13,3BZMA,0.048712,0.054731,-0.006019,-0.002103
attn_L0_H13,3C8MA,0.022974,0.039201,-0.016227,-0.000824
attn_L0_H13,3EYEA,0.039139,0.046257,-0.007118,-0.000494
attn_L0_H13,3FF9A,0.038645,0.038981,-0.000336,-0.000057
attn_L0_H13,3FZ4A,0.028764,0.049922,-0.021158,-0.002441
attn_L0_H13,3G5TA,0.025802,0.039515,-0.013713,-0.000681
attn_L0_H13,3GX8A,0.047115,0.056085,-0.008970,-0.000921
attn_L0_H13,3JRNA,0.014915,0.030906,-0.015992,-0.000969
attn_L0_H13,3L51A,0.024421,0.049593,-0.025172,-0.002694
attn_L0_H13,3LWXA,0.054865,0.059543,-0.004678,-0.000717
attn_L0_H13,3N08A,0.059087,0.060063,-0.000976,-0.000100
attn_L0_H13,3NY7A,0.020524,0.036431,-0.015908,-0.001467
attn_L0_H13,3PU9A,-0.022713,0.021724,-0.044437,-0.003007
attn_L0_H13,3R6DA,0.041152,0.056816,-0.015665,-0.001149
attn_L0_H13,3RHBA,0.038003,0.043961,-0.005958,-0.000444
attn_L0_H13,3ZSJA,0.043258,0.051581,-0.008323,-0.000645
attn_L0_H13,4GS1A,0.026591,0.047946,-0.021354,-0.002778
attn_L0_H13,4I8HA,-0.023825,0.020292,-0.044117,-0.006777
attn_L0_H13,4K8WA,0.054889,0.070744,-0.015855,-0.001801
attn_L0_H13,4LBHA,0.017512,0.028285,-0.010773,-0.001234
attn_L0_H13,4LH6A,0.052752,0.060161,-0.007409,-0.000456
attn_L0_H13,4MUOA,0.049926,0.054541,-0.004614,-0.000224
attn_L0_H13,4MZCA,0.024697,0.038615,-0.013918,-0.001635
attn_L0_H13,4PEDA,0.040343,0.055974,-0.015631,-0.000616
attn_L0_H13,4RVCA,0.050221,0.056880,-0.006659,-0.000571
attn_L0_H13,4TL6A,-0.028002,0.003383,-0.031386,-0.002130
attn_L0_H13,4WBJA,0.057626,0.059558,-0.001932,-0.000169
attn_L0_H13,4XRAA,0.050869,0.054473,-0.003605,-0.000171
attn_L0_H13,5AJGA,0.037471,0.058004,-0.020532,-0.001310
attn_L0_H14,1CUKA,-0.032571,-0.024599,-0.007973,-0.000618
attn_L0_H14,1F86A,-0.034910,-0.028120,-0.006790,-0.000576
attn_L0_H14,1G3QA,-0.026122,-0.019998,-0.006124,-0.000397
attn_L0_H14,1H4XA,-0.045622,-0.032025,-0.013596,-0.000581
